StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,screen_US,screen_age,screen_attention,screen_time_First Click,screen_time_Last Click,screen_time_Page Submit,screen_time_Click Count,Q0_consent_exempt,Q0_time_First Click,Q0_time_Last Click,Q0_time_Page Submit,Q0_time_Click Count,Q61,age,gender,zodiac,party,edu,demo_time_First Click,demo_time_Last Click,demo_time_Page Submit,demo_time_Click Count,Q0_overview_time_First Click,Q0_overview_time_Last Click,Q0_overview_time_Page Submit,Q0_overview_time_Click Count,Q1_instructions_time_First Click,Q1_instructions_time_Last Click,Q1_instructions_time_Page Submit,Q1_instructions_time_Click Count,Q1_median,Q1_median_time_First Click,Q1_median_time_Last Click,Q1_median_time_Page Submit,Q1_median_time_Click Count,Q1_question,Q1_question_time_First Click,Q1_question_time_Last Click,Q1_question_time_Page Submit,Q1_question_time_Click Count,Q1_news_instr_time_First Click,Q1_news_instr_time_Last Click,Q1_news_instr_time_Page Submit,Q1_news_instr_time_Click Count,Q1_news,Q1_news_time_First Click,Q1_news_time_Last Click,Q1_news_time_Page Submit,Q1_news_time_Click Count,q2_median,q2_median_time_First Click,q2_median_time_Last Click,q2_median_time_Page Submit,q2_median_time_Click Count,q2_news,q2_news_time_First Click,q2_news_time_Last Click,q2_news_time_Page Submit,q2_news_time_Click Count,q3_median,q3_median_time_First Click,q3_median_time_Last Click,q3_median_time_Page Submit,q3_median_time_Click Count,q3_news,q3_news_time_First Click,q3_news_time_Last Click,q3_news_time_Page Submit,q3_news_time_Click Count,attention_check,attention_check_time_First Click,attention_check_time_Last Click,attention_check_time_Page Submit,attention_check_time_Click Count,moreas_politics,moreas_perf,moreas_goodnews,moreas_time_First Click,moreas_time_Last Click,moreas_time_Page Submit,moreas_time_Click Count,happy_politics,happy_perf,happy_goodnews,happy_time_First Click,happy_time_Last Click,happy_time_Page Submit,happy_time_Click Count,study_guess,study_truefalse,likert_q_1,likert_q_2,likert_q_3,happy7_1,Q64,study_time_First Click,study_time_Last Click,study_time_Page Submit,study_time_Click Count,moreas_politics,moreas_goodnews,moreas_performance,SC0,PROLIFIC_PID,STUDY_ID,SESSION_ID,N_questions,aries,taurus,gemini,cancer,leo,virgo,libra,scorpio,sagittarius,capricorn,aquarius,pisces,news1,news2,news3,news4,bonus_high,bonus_low,bonus_people,screening_check,consent,n_question,attention_check
5/31/25 17:13,5/31/25 17:33,IP Address,172.59.168.26,100,1208,TRUE,5/31/25 17:33,R_6nl7rMcr45Ewz6N,,,,,38.7142,-90.2759,anonymous,EN,Yes,Yes,Yes,4.482,14.107,16.724,4,I consent,3.364,6.779,8.521,4,6697be0e52341e4b560bcf57,30,Female,Scorpio (born between Oct 23 – Nov 21),Strongly Republican,Postgraduate or professional degree,3.435,56.079,63.896,15,2.627,53.479,54.86,2,2.719,26.361,27.891,3,5 (the median of these numbers),2.066,80.603,81.933,4,341,51.042,82.731,88.617,5,2.03,28.951,30.17,3,9/10 chance it is True News; 1/10 chance it is False News,2.601,70.101,71.782,11,45,2.446,27.808,32.491,2,6/10 chance it is True News; 4/10 chance it is False News,1.94,13.414,14.072,10,40,5.718,23.651,32.904,3,7/10 chance it is True News; 3/10 chance it is False News,2.37,5.864,7.513,4,2025,17.513,40.78,43.626,2,,,,,,,,Slightly happier if it said the answer was further in the direction of the opposing political party,Much happier if it said that they performed better on this task,Much happier if it said that the world was a better place,3.274,130.934,132.855,17,I made my decisions based on facts.,I based my decisions based on possibilities.,Strongly agree,Strongly agree,Strongly agree,Completely happy,apple,27.251,126.098,129.932,16,That the answer was further in the direction of their political party than they initially believed,That the world was a better place than they initially believed,That they performed better on this task than they initially believed,,6697be0e52341e4b560bcf57,683b153805393e0fba20ff8a,683b2a899dbab95103dc7f3c,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,greater than,greater than,less than,greater than,$50 ,$5 ,10,,,4,1
5/31/25 17:13,5/31/25 17:33,IP Address,37.218.212.187,100,1175,TRUE,5/31/25 17:33,R_5rG85WxX9cft3v7,,,,,40.6601,-74.2098,anonymous,EN,Yes,Yes,Yes,2.645,8.171,11.357,3,I consent,63.685,67.143,68.044,5,67d11093c44f4d7f6439251d,48,Male,Gemini (born between May 21 – Jun 20),Weakly Republican,Postgraduate or professional degree,1.524,94.825,96.079,8,19.013,19.013,26.784,1,13.786,125.856,129.785,11,5 (the median of these numbers),13.249,14.251,14.948,2,345,19.508,19.508,76.394,1,6.347,117.314,118.249,24,10/10 chance it is True News; 0/10 chance it is False News,4.044,38.368,39.661,15,25,31.545,94.284,96.031,3,0/10 chance it is True News; 10/10 chance it is False News,4.049,15.949,17.193,9,30,31.064,55.511,59.511,3,0/10 chance it is True News; 10/10 chance it is False News,2.063,42.026,44.487,4,2025,17.497,17.497,33.76,1,,,,,,,,Much happier if it said the answer was further in the direction of their political party,Much happier if it said that they performed better on this task,Much happier if it said that the world was a better place,1.585,95.633,97.65,21,I believe have came across most of the questionnaire I answer and I followed my instinct ,Not so sure about this but I followed my heart,Neither agree nor disagree,Neither agree nor disagree,Disagree,Very happy,apple,6.721,102.596,122.417,15,That the answer was further in the direction of their political party than they initially believed,That the world was a better place than they initially believed,That they performed better on this task than they initially believed,,67d11093c44f4d7f6439251d,683b153805393e0fba20ff8a,683b2a788495bd4c9e7636b3,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,greater than,greater than,less than,less than,$50 ,$5 ,10,,,4,1
5/31/25 17:14,5/31/25 17:33,IP Address,47.156.26.82,100,1124,TRUE,5/31/25 17:33,R_3KvQI4v2ACQhbOF,,,,,33.6598,-117.3485,anonymous,EN,Yes,Yes,Yes,1.518,4.557,5.813,3,I consent,19.969,19.969,22.034,1,66f5d2424e2c1948e2b8f020,79,Male,Sagittarius (born between Nov 22 – Dec 21),Strongly Democratic,Associate's degree,1.366,22.025,23.929,5,0,0,30.424,0,0,0,61.678,0,5 (the median of these numbers),37.351,57.756,75.091,2,340,30.232,30.232,41.043,1,0,0,99.842,0,1/10 chance it is True News; 9/10 chance it is False News,53.457,53.457,55.917,1,70,26.724,26.724,34.754,1,5/10 chance it is True News; 5/10 chance it is False News,19.78,19.78,22.152,1,60,81.208,81.208,89.6,1,9/10 chance it is True News; 1/10 chance it is False News,18.591,18.591,20.993,1,2025,27.154,27.154,38.714,1,More likely to think their message came from True News if it said the answer was further in the direction of the opposing political party,More likely to think their message came from True News if it said that they performed better on this task,More likely to think their message came from True News if it said that the world was a worse place,70.104,119.533,120.963,3,,,,,,,,I tried to use my memory and knowledge and hoped it was enough.,Most of the news is fake these days but there are some good sources if you look hard enough.,Neither agree nor disagree,Strongly disagree,Disagree,Fairly happy,apple,17.802,197.312,210.309,8,That the answer was further in the direction of their political party than they initially believed,About the same in both directions,That they performed worse on this task than they initially believed,,66f5d2424e2c1948e2b8f020,683b153805393e0fba20ff8a,683b2aec0041587ef7b77a83,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,greater than,less than,greater than,less than,$50 ,$5 ,10,,,4,1
5/31/25 17:14,5/31/25 17:33,IP Address,71.161.203.188,100,1156,TRUE,5/31/25 17:33,R_5Js3Iju4FGxCoCt,,,,,43.8053,-71.8126,anonymous,EN,Yes,Yes,Yes,3.326,8.087,11.042,3,I consent,5.035,5.035,7.679,1,5d845d15fbc5970001e821e0,32,Male,Virgo (born between Aug 23 – Sep 22),Independent (lean Republican),Bachelor's degree,1.887,55.841,59.066,5,0,0,47.325,0,75.402,75.402,92.213,1,5 (the median of these numbers),51.269,51.269,53.145,1,340,89.075,89.075,98.929,1,88.99,88.99,134.294,1,3/10 chance it is True News; 7/10 chance it is False News,49.958,59.623,63.851,2,60,19.303,19.303,25.372,1,7/10 chance it is True News; 3/10 chance it is False News,14.845,14.845,17.486,1,39.8,68.597,68.597,76.84,1,4/10 chance it is True News; 6/10 chance it is False News,13.85,13.85,17.36,1,2025,2.923,71.341,85.196,2,More likely to think their message came from True News if it said the answer was further in the direction of their political party,More likely to think their message came from True News if it said that they performed better on this task,More likely to think their message came from True News if it said that the world was a better place,66.029,99.942,101.409,4,,,,,,,,Used my previous knowledge about the topic,my guess,Agree,Disagree,Strongly disagree,Very happy,apple,7.978,118.751,124.833,10,About the same in both directions,That the world was a better place than they initially believed,That they performed better on this task than they initially believed,,5d845d15fbc5970001e821e0,683b153805393e0fba20ff8a,683b2a9b47d8650807b2b113,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,less than,less than,less than,less than,$50 ,$5 ,10,,,4,1
5/31/25 17:12,5/31/25 17:33,IP Address,71.60.195.87,100,1276,TRUE,5/31/25 17:33,R_5EVzt9b9oV2xknT,,,,,40.7706,-80.3576,anonymous,EN,Yes,Yes,Yes,2.399,9.257,10.815,3,I consent,36.244,36.244,37.849,1,626aa30c05328c5519b86746,53,Female,Leo (born between Jul 23 – Aug 22),Strongly Democratic,"Began college, no degree",1.728,27.292,30.186,7,0,0,40.864,0,0,0,130.701,0,5 (the median of these numbers),28.271,28.271,31.569,1,5,22.465,78.535,80.247,5,0,0,79.032,0,10/10 chance it is True News; 0/10 chance it is False News,47.423,57.94,61.81,2,35,54.719,54.719,59.49,1,3/10 chance it is True News; 7/10 chance it is False News,17.461,22.165,24.681,2,45,21.912,21.912,33.944,1,5/10 chance it is True News; 5/10 chance it is False News,17.723,17.723,20.417,1,2025,19.125,19.125,32.243,1,,,,,,,,Much happier if it said the answer was further in the direction of their political party,Slightly happier if it said that they performed better on this task,Slightly happier if it said that the world was a worse place,89.289,228.374,234.965,3,In the numbers questions I picked the median answer.,In this I tried to think it through and be rational about it.,Agree,Strongly agree,Neither agree nor disagree,Fairly unhappy,apple,8.484,160.141,167.491,6,About the same in both directions,That the world was a better place than they initially believed,That they performed better on this task than they initially believed,,626aa30c05328c5519b86746,683b153805393e0fba20ff8a,683b2a65751871b78dd2df34,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,less than,greater than,greater than,less than,$50 ,$5 ,10,,,4,1
5/31/25 17:12,5/31/25 17:33,IP Address,46.203.168.21,100,1297,TRUE,5/31/25 17:33,R_3f1KYUtT9eCmoz8,,,,,32.7559,-111.5548,anonymous,EN,Yes,Yes,Yes,1.793,4.786,6.755,3,I consent,1.016,2.203,2.992,2,6791a83204790eef1238156d,50,Female,Aquarius (born between Jan 20 – Feb 18),Strongly Democratic,Bachelor's degree,2.325,25.581,26.19,16,0,0,6.287,0,0.762,0.762,7.045,1,5 (the median of these numbers),2.268,2.268,2.993,1,350,2.392,2.392,17.193,1,0.575,1.073,2.231,2,6/10 chance it is True News; 4/10 chance it is False News,24.012,98.188,99.156,16,40,44.992,44.992,51.639,1,3/10 chance it is True News; 7/10 chance it is False News,3.616,21.191,22.273,5,37,55.187,55.187,61.917,1,7/10 chance it is True News; 3/10 chance it is False News,5.376,11.167,44.917,7,2025,25.778,25.778,51.371,1,More likely to think their message came from True News if it said the answer was further in the direction of their political party,More likely to think their message came from True News if it said that they performed better on this task,More likely to think their message came from True News if it said that the world was a better place,1.672,109.233,109.876,17,,,,,,,,It was a random estimate based on the knowledge I have.,"From the knowledge I have learnt, I can estimate the correct answers. So I was determining which option is more likely to be true and decided it to be true news.",Disagree,Agree,Agree,Fairly happy,apple,1.671,251.31,259.605,19,That the answer was further in the direction of the opposing political party than they initially believed,That the world was a better place than they initially believed,That they performed better on this task than they initially believed,,6791a83204790eef1238156d,683b153805393e0fba20ff8a,683b2a5342e496d2142c964b,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,less than,less than,greater than,less than,$50 ,$5 ,10,,,4,1
5/31/25 17:17,5/31/25 17:33,IP Address,97.137.91.97,100,974,TRUE,5/31/25 17:33,R_7tyB5tK0aBoWZgJ,,,,,41.4377,-81.5487,anonymous,EN,Yes,Yes,Yes,1.004,3.994,5.6,3,I consent,4.935,4.935,5.76,1,67317abab35f695da3b9a565,30,Female,Taurus (born between Apr 20 – May 20),Independent (no lean),Associate's degree,0.986,24.527,25.868,6,0,0,34.718,0,79.845,79.845,94.619,1,5 (the median of these numbers),23.213,23.213,29.053,1,340,21.329,21.329,42.851,1,95.455,95.455,96.134,1,3/10 chance it is True News; 7/10 chance it is False News,35.182,35.182,36.857,1,40,23.394,23.394,43.434,1,7/10 chance it is True News; 3/10 chance it is False News,6.332,6.332,7.969,1,45,10.228,29.788,38.389,2,5/10 chance it is True News; 5/10 chance it is False News,5.547,5.547,7.602,1,2025,12.988,12.988,22.262,1,,,,,,,,Much happier if it said the answer was further in the direction of the opposing political party,Much happier if it said that they performed better on this task,About equally happy for both directions,81.097,125.704,128.696,4,"some of the questions like the population of the US I already vaguely knew, for others I made an educated guess.  ","I didn't feel like there was a great way to tell with such limited information. However, if I truly thought it was correct or false then I followed my gut.",Strongly disagree,Strongly disagree,Strongly disagree,Fairly happy,apple,11.795,218.727,227.027,39,That the answer was further in the direction of the opposing political party than they initially believed,That the world was a worse place than they initially believed,That they performed better on this task than they initially believed,,67317abab35f695da3b9a565,683b153805393e0fba20ff8a,683b2a5aebf5dbad436a92f8,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,less than,less than,greater than,less than,$50 ,$5 ,10,,,4,1
5/31/25 17:13,5/31/25 17:33,IP Address,135.26.16.11,100,1194,TRUE,5/31/25 17:33,R_6prPiUzKBByc9F8,,,,,31.27,-94.6469,anonymous,EN,Yes,Yes,Yes,1.592,6.048,8.167,3,I consent,3.602,3.602,5.025,1,612cb49d3194827b847400c4,25,Female,Gemini (born between May 21 – Jun 20),Weakly Democratic,"High school graduate, diploma, or equivalent (such as GED)",1.022,23.318,25.209,6,0,0,41.829,0,82.186,82.186,86.032,1,5 (the median of these numbers),37.083,37.083,39.385,1,10,22.763,22.763,41.85,1,104.165,104.165,167.911,1,3/10 chance it is True News; 7/10 chance it is False News,23.148,40.524,42.605,2,45,62.522,62.522,96.827,1,5/10 chance it is True News; 5/10 chance it is False News,13.254,13.254,21.368,1,25,67.55,67.55,88.104,1,6/10 chance it is True News; 4/10 chance it is False News,14.188,14.188,15.652,1,2025,13.97,13.97,19.955,1,About equally likely for both directions,More likely to think their message came from True News if it said that they performed better on this task,More likely to think their message came from True News if it said that the world was a worse place,59.794,110.082,115.476,3,,,,,,,,I used general knowledge plus information given in this study together to generate a number answer for every question. How certain I was in my answer then determined how far I stayed from the center option of 50/50,I started each true or false question in the middle at 50/50 if I felt more confident in my answer then I increased the number in the appropriate direction. I wasn't super confident in any answers however.,Disagree,Disagree,Disagree,Fairly happy,apple,7.654,242.181,243.533,7,About the same in both directions,That the world was a better place than they initially believed,That they performed worse on this task than they initially believed,,612cb49d3194827b847400c4,683b153805393e0fba20ff8a,683b2abb25d32fd30cdbb6e7,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,less than,less than,greater than,greater than,$50 ,$5 ,10,,,4,1
5/31/25 17:14,5/31/25 17:33,IP Address,168.235.144.148,100,1165,TRUE,5/31/25 17:33,R_6sgpTwltoGsLx4z,,,,,33.9558,-118.3893,anonymous,EN,Yes,Yes,Yes,1.785,7.457,8.703,3,I consent,4.218,4.218,6.039,1,67dde6a93fd14707f0f58801,26,Male,Gemini (born between May 21 – Jun 20),Strongly Republican,Bachelor's degree,1.9,51.199,52.41,5,0.453,0.453,61.256,1,117.121,117.121,124.91,1,5 (the median of these numbers),44.959,82.74,83.887,4,320,7.599,94.116,95.152,4,44.019,79.675,80.302,2,7/10 chance it is True News; 3/10 chance it is False News,46.426,46.426,48.175,1,45,48.756,48.756,64.082,1,6/10 chance it is True News; 4/10 chance it is False News,28.14,28.14,30.325,1,39,12.638,51.107,55.142,2,1/10 chance it is True News; 9/10 chance it is False News,12.73,16.219,17.927,2,2025,58.449,62.652,72.062,2,,,,,,,,Slightly happier if it said the answer was further in the direction of their political party,Much happier if it said that they performed better on this task,Slightly happier if it said that the world was a better place,80.594,99.224,100.576,4,I based it on facts,I based on intuitions and what i felt like was okay,Agree,Agree,Agree,Fairly happy,apple,22.853,107.127,120.102,11,That the answer was further in the direction of their political party than they initially believed,That the world was a better place than they initially believed,That they performed better on this task than they initially believed,,67dde6a93fd14707f0f58801,683b153805393e0fba20ff8a,683b2ad9d65f6565096c5488,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,less than,less than,less than,less than,$50 ,$5 ,10,,,4,1
5/31/25 17:12,5/31/25 17:33,IP Address,212.32.110.133,100,1295,TRUE,5/31/25 17:33,R_5z0XJGyBLUWyHS1,,,,,37.751,-97.822,anonymous,EN,Yes,Yes,Yes,3.61,6.274,7.595,3,I consent,17.547,17.547,18.856,1,67266c0ecff4ab3acc3b5a54,26,Female,Sagittarius (born between Nov 22 – Dec 21),Strongly Republican,Bachelor's degree,5.805,67.227,75.166,5,0,0,164.286,0,68.111,145.2,146.686,2,5 (the median of these numbers),31.465,67.728,74.086,3,320,5.481,42.503,60.195,2,0,0,65.402,0,10/10 chance it is True News; 0/10 chance it is False News,26.906,26.906,29.282,1,80,25.657,25.657,31.069,1,9/10 chance it is True News; 1/10 chance it is False News,23.985,24.525,25.462,2,0,5.512,5.512,23.835,1,9/10 chance it is True News; 1/10 chance it is False News,6.809,6.809,8.374,1,2025,8.608,8.608,47.517,1,More likely to think their message came from True News if it said the answer was further in the direction of their political party,More likely to think their message came from True News if it said that they performed better on this task,More likely to think their message came from True News if it said that the world was a better place,17.186,40.33,59.845,5,,,,,,,,I made my choices based on my general knowledge about those question asked.,I determined which source was likely to be true or false through my initial guesses. ,Neither agree nor disagree,Strongly agree,Strongly agree,Completely happy,apple,34.915,172.24,182.624,8,That the answer was further in the direction of their political party than they initially believed,That the world was a better place than they initially believed,That they performed better on this task than they initially believed,,67266c0ecff4ab3acc3b5a54,683b153805393e0fba20ff8a,683b2a506a778e49800be588,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,greater than,greater than,greater than,greater than,$50 ,$5 ,10,,,4,1
5/31/25 17:17,5/31/25 17:34,IP Address,74.64.242.156,100,1019,TRUE,5/31/25 17:34,R_7hFED0bPKXjYrqs,,,,,40.7149,-73.9893,anonymous,EN,Yes,Yes,Yes,0.985,2.665,3.814,3,I consent,1.648,34.656,35.004,2,666e02576e916cd782e9ae12,30,Male,Libra (born between Sep 23 – Oct 22),Weakly Democratic,Bachelor's degree,0.656,12.841,13.646,5,0,0,51.999,0,14.247,42.847,44.978,4,5 (the median of these numbers),9.987,9.987,44.584,1,380,7.632,18.216,23.82,2,26.162,26.162,96.077,1,7/10 chance it is True News; 3/10 chance it is False News,17.715,21.139,31.735,3,46,128.477,128.477,149.571,1,2/10 chance it is True News; 8/10 chance it is False News,5.064,5.064,7.34,1,30,0.593,109.561,118.156,9,5/10 chance it is True News; 5/10 chance it is False News,13.002,17.314,22.837,2,2025,7.675,17.027,19.677,3,More likely to think their message came from True News if it said the answer was further in the direction of their political party,More likely to think their message came from True News if it said that they performed better on this task,About equally likely for both directions,24.402,90.643,92.181,5,,,,,,,,I was unsure of the actual answers to the questions asked. I made educated guesses based around my prior knowledge and what I have learned in school and through newscycles.,"I believe that the sources that are more likely to be true news are less exaggerative. My guesses were relatively conservative. If a news source leans towards a more extreme level, I had a tendancy to believe it would be false news.",Strongly disagree,Strongly disagree,Strongly disagree,Fairly happy,apple,4.596,184.929,189.596,8,That the answer was further in the direction of their political party than they initially believed,About the same in both directions,That they performed better on this task than they initially believed,,666e02576e916cd782e9ae12,683b153805393e0fba20ff8a,683b2a58ad06c092d8c76740,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,greater than,less than,less than,less than,$50 ,$5 ,10,,,4,1
5/31/25 17:12,5/31/25 17:34,IP Address,113.20.52.27,100,1296,TRUE,5/31/25 17:34,R_5gvE0hvzVDYTzvg,,,,,39.0814,-77.6443,anonymous,EN,Yes,Yes,Yes,60.352,73.862,75.654,3,I consent,16.583,16.583,18.441,1,67927a8f03e4f9cd8de6e7da,25,Male,Aquarius (born between Jan 20 – Feb 18),Strongly Republican,Bachelor's degree,1.947,75.843,77.451,5,0,0,9.382,0,0,0,178.417,0,5 (the median of these numbers),24.747,24.747,28.194,1,348,22.591,45.919,60.525,2,0,0,72.314,0,10/10 chance it is True News; 0/10 chance it is False News,159.02,159.02,160.852,1,40,28.082,28.082,33.104,1,10/10 chance it is True News; 0/10 chance it is False News,16.08,16.08,17.389,1,39,25.55,27.454,44.555,2,10/10 chance it is True News; 0/10 chance it is False News,3.532,8.132,8.918,2,2025,31.057,31.057,35.854,1,More likely to think their message came from True News if it said the answer was further in the direction of their political party,More likely to think their message came from True News if it said that they performed better on this task,More likely to think their message came from True News if it said that the world was a better place,150.189,229.467,233.601,6,,,,,,,,I read the instructions you provided and I made the final judgement.,I just read the information you provided.,Strongly agree,Neither agree nor disagree,Strongly agree,Very happy,apple,10.085,94.662,101.366,7,That the answer was further in the direction of the opposing political party than they initially believed,That the world was a better place than they initially believed,That they performed better on this task than they initially believed,,67927a8f03e4f9cd8de6e7da,683b153805393e0fba20ff8a,683b2a62eaf4ed9aca6eb9cf,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,greater than,greater than,greater than,greater than,$50 ,$5 ,10,,,4,1
5/31/25 17:14,5/31/25 17:34,IP Address,96.41.73.162,100,1174,TRUE,5/31/25 17:34,R_3PY2nuWvnQcNad2,,,,,33.763,-118.1774,anonymous,EN,Yes,Yes,Yes,1.755,4.667,6,3,I consent,1.912,1.912,2.745,1,6766ec2250709393a7cdbef4,34,Female,Cancer (born between Jun 21 – Jul 22),Weakly Republican,Bachelor's degree,10.228,40.076,41.386,5,3.904,17.208,18.883,4,5.373,6.075,17.03,2,5 (the median of these numbers),16.182,28.415,30.281,3,350,5.441,21.401,28.141,4,8.043,14.235,15.68,3,10/10 chance it is True News; 0/10 chance it is False News,12.579,151.844,155.601,4,45.5,4.153,17.351,21.435,4,8/10 chance it is True News; 2/10 chance it is False News,3.502,3.502,5.432,1,39,1.95,28.932,32.462,5,7/10 chance it is True News; 3/10 chance it is False News,2.074,2.074,3.43,1,2025,2.67,22.541,26.185,4,More likely to think their message came from True News if it said the answer was further in the direction of the opposing political party,More likely to think their message came from True News if it said that they performed worse on this task,About equally likely for both directions,5.336,12.336,13.504,3,,,,,,,,"I made my guesses by using logic and prior knowledge. I considered past data, trends, and probabilities to make the most reasonable estimate.","I determined the True News vs. False News by checking if the statement aligned with known facts. If it matched reality, it was likely True News; if it contradicted facts, it was likely False News.",Agree,Agree,Agree,Completely happy,apple,22.951,172.102,175.563,17,That the answer was further in the direction of the opposing political party than they initially believed,That the world was a better place than they initially believed,That they performed better on this task than they initially believed,,6766ec2250709393a7cdbef4,683b153805393e0fba20ff8a,683b2aead93fbe1228843eee,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,greater than,greater than,less than,greater than,$50 ,$5 ,10,,,4,1
5/31/25 17:12,5/31/25 17:34,IP Address,71.63.164.210,100,1318,TRUE,5/31/25 17:34,R_1lytUjREikgqKXe,,,,,45.6652,-122.5215,anonymous,EN,Yes,Yes,Yes,0,0,4.9,0,I consent,14.136,14.136,16.561,1,5cb128db0d14d3001838eef5,53,Female,Cancer (born between Jun 21 – Jul 22),Independent (lean Republican),Bachelor's degree,0,0,10.357,0,0,0,469.259,0,0,0,40.083,0,5 (the median of these numbers),9.722,9.722,11.6,1,750,19.192,19.192,26.088,1,0,0,149.396,0,0/10 chance it is True News; 10/10 chance it is False News,24.936,24.936,27.998,1,46,10.68,10.68,16.5,1,3/10 chance it is True News; 7/10 chance it is False News,0,0,10.575,0,20,0,0,13.748,0,3/10 chance it is True News; 7/10 chance it is False News,0,0,7.239,0,2025,0,0,22.228,0,,,,,,,,Slightly happier if it said the answer was further in the direction of their political party,About equally happy for both directions,Slightly happier if it said that the world was a better place,0,0,30.528,0,"I put down whatever came to mind initially, not  a drawn out process",I tried to think logically comparing the chances of being true/false,Disagree,Disagree,Disagree,Fairly happy,apple,0,0,73.258,0,That the answer was further in the direction of the opposing political party than they initially believed,That the world was a better place than they initially believed,That they performed better on this task than they initially believed,,5cb128db0d14d3001838eef5,683b153805393e0fba20ff8a,683b2a698951a618f7274199,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,less than,less than,less than,greater than,$50 ,$5 ,10,,,4,1
5/31/25 17:12,5/31/25 17:34,IP Address,76.35.205.24,100,1311,TRUE,5/31/25 17:34,R_7jVunuSsoICHSGf,,,,,41.4453,-81.6991,anonymous,EN,Yes,Yes,Yes,0.886,6.926,9.139,7,I consent,2.593,2.593,3.475,1,67746ee55ca6064173cd144c,29,Male,Gemini (born between May 21 – Jun 20),Weakly Republican,Postgraduate or professional degree,0.538,24.522,25.44,11,9.686,35.438,39.283,4,25.878,118.47,119.379,32,5 (the median of these numbers),9.924,17.453,19.217,6,342,1.031,49.503,58.34,10,22.565,89.02,89.353,41,7/10 chance it is True News; 3/10 chance it is False News,3.443,44.899,45.553,14,65,4.31,37.702,45.019,11,2/10 chance it is True News; 8/10 chance it is False News,15.568,26.496,27.702,5,15,31.955,41.547,55.111,5,9/10 chance it is True News; 1/10 chance it is False News,7.413,13.301,14.85,4,2025,10.102,10.102,25.379,1,,,,,,,,Much happier if it said the answer was further in the direction of their political party,Much happier if it said that they performed better on this task,About equally happy for both directions,6.508,138.355,143.704,26,"I answered based on the knowledge I had, whether major or minor, regarding the specific topic in question. I tried to maintain moderate answers that made sense to me and kept them within reason.","If the source gave a more realistic response, I was more convinced that it was True News, not Fake News. I didn't choose absolutes though, I made somewhat moderate choices when choosing the news source so there would be a slight margin of error because I wasn't 100% sure.",Disagree,Strongly disagree,Strongly disagree,Very happy,apple,7.301,344.788,384.686,29,That the answer was further in the direction of their political party than they initially believed,That the world was a worse place than they initially believed,That they performed better on this task than they initially believed,,67746ee55ca6064173cd144c,683b153805393e0fba20ff8a,683b2a544a87aa517daffdbe,4,46.12,42.86,43.7,45.64,44.35,46.07,47.34,41.94,45.31,46.6,49.32,46.88,less than,less than,less than,greater than,$50 ,$5 ,10,,,4,1
